club|entrenador|fecha_nacimiento|nacionalidad|comienzo|salida|tiempo_en_cargo|partidos|ppp|fuente|temporada|fecha_carga
FBC Melgar|Víctor Balta|03/01/1986|Perú|28/07/2025|11/08/2025|14 días|3|0,67|Transfermarkt|2023|2026-06-11 21:31:12
FBC Melgar|Walter Ribonetto|06/07/1974|Argentina|01/01/2025|28/07/2025|208 días|30|1,57|Transfermarkt|2023|2026-06-11 21:31:12
FBC Melgar|Marco Valencia|01/08/1971|Perú|28/05/2024|06/11/2024|162 días|17|1,88|Transfermarkt|2023|2026-06-11 21:31:12
FBC Melgar|Marco Valencia|01/08/1971|Perú|05/03/2024|28/05/2024|84 días|11|2,82|Transfermarkt|2023|2026-06-11 21:31:12
FBC Melgar|Pablo de Muner|14/04/1981|Argentina, Italia|01/01/2024|04/03/2024|63 días|8|1,00|Transfermarkt|2023|2026-06-11 21:31:12
FBC Melgar|Mariano Soso|30/04/1981|Argentina|14/03/2023|21/11/2023|252 días|37|1,78|Transfermarkt|2023|2026-06-11 21:31:12
FBC Melgar|Marco Valencia|01/08/1971|Perú|06/03/2023|19/03/2023|13 días|1|1,00|Transfermarkt|2023|2026-06-11 21:31:12
FBC Melgar|Pablo Lavallén|07/09/1972|Argentina|08/07/2022|06/03/2023|241 días|29|1,59|Transfermarkt|2023|2026-06-11 21:31:12
FBC Melgar|Néstor Lorenzo|28/02/1966|Argentina|01/01/2021|07/07/2022|552 días|63|1,86|Transfermarkt|2023|2026-06-11 21:31:12
FBC Melgar|Marco Valencia|01/08/1971|Perú|25/09/2020|31/12/2020|97 días|17|1,65|Transfermarkt|2023|2026-06-11 21:31:12
Club Cienciano|Horacio Melgarejo|27/05/1973|Argentina|01/01/2026||161 días|24|1,83|Transfermarkt|2023|2026-06-11 21:31:12
Club Cienciano|Carlos Desio|25/01/1973|Argentina, Italia|17/04/2025|30/11/2025|227 días|34|1,53|Transfermarkt|2023|2026-06-11 21:31:12
Club Cienciano|Cristian Díaz|12/05/1976|Argentina, Italia|05/08/2024|13/04/2025|251 días|22|1,50|Transfermarkt|2023|2026-06-11 21:31:12
Club Cienciano|Óscar Ibáñez|08/08/1967|Perú, Argentina|11/09/2023|06/08/2024|330 días|29|1,41|Transfermarkt|2023|2026-06-11 21:31:12
Club Cienciano|Gerardo Ameli|18/09/1970|Argentina, Italia|22/05/2023|11/09/2023|112 días|14|1,14|Transfermarkt|2023|2026-06-11 21:31:12
Club Cienciano|Alessandro Morán|30/11/1972|Perú|19/05/2023|26/05/2023|7 días|1|0,00|Transfermarkt|2023|2026-06-11 21:31:12
Club Cienciano|Leonel Álvarez|29/07/1965|Colombia|01/01/2023|19/05/2023|138 días|14|1,50|Transfermarkt|2023|2026-06-11 21:31:12
Club Cienciano|Jesús Cisneros|18/03/1978|Perú|21/10/2022|01/11/2022|11 días|2|3,00|Transfermarkt|2023|2026-06-11 21:31:12
Club Cienciano|César Vigevani|30/08/1974|Argentina|04/07/2022|20/10/2022|108 días|16|1,19|Transfermarkt|2023|2026-06-11 21:31:12
Club Cienciano|Lisandro Greppo|08/01/1977|Argentina, Italia|16/08/2021|26/08/2021|10 días|2|3,00|Transfermarkt|2023|2026-06-11 21:31:12
Club Cienciano|Gerardo Ameli|18/09/1970|Argentina, Italia|16/08/2021|03/07/2022|321 días|29|1,62|Transfermarkt|2023|2026-06-11 21:31:12
Club Cienciano|Víctor Rivera|10/11/1968|Perú|01/06/2021|15/08/2021|75 días|7|0,86|Transfermarkt|2023|2026-06-11 21:31:12
Universidad César Vallejo|Guillermo del Solar|28/11/1967|Perú|30/01/2025||497 días|34|1,26|Transfermarkt|2023|2026-06-11 21:31:12
Universidad César Vallejo|Luis Hernández|15/02/1981|Perú|13/08/2024|31/12/2024|140 días|11|0,64|Transfermarkt|2023|2026-06-11 21:31:12
Universidad César Vallejo|Guillermo Salas|21/10/1974|Perú|23/03/2024|13/08/2024|143 días|21|1,00|Transfermarkt|2023|2026-06-11 21:31:12
Universidad César Vallejo|Roberto Mosquera|21/06/1956|Perú|31/08/2023|15/03/2024|197 días|16|1,38|Transfermarkt|2023|2026-06-11 21:31:12
Universidad César Vallejo|Sebastián Abreu|17/10/1976|Uruguay|17/11/2022|30/08/2023|286 días|36|1,25|Transfermarkt|2023|2026-06-11 21:31:12
Cusco FC|Javier Rabanal|19/04/1979|España|09/06/2026||2 días|0|-|Transfermarkt|2023|2026-06-11 21:31:12
Cusco FC|Alejandro Orfila|18/05/1976|Uruguay|30/03/2026|02/06/2026|64 días|15|1,20|Transfermarkt|2023|2026-06-11 21:31:12
Cusco FC|Miguel Rondelli|24/01/1978|Argentina, Italia|29/11/2023|27/03/2026|849 días|80|1,79|Transfermarkt|2023|2026-06-11 21:31:12
Cusco FC|Luis Flores|18/08/1964|Perú|19/09/2023|25/11/2023|67 días|6|0,83|Transfermarkt|2023|2026-06-11 21:31:12
Cusco FC|Pablo Peirano|21/01/1975|Uruguay|13/04/2022|19/09/2023|524 días|51|1,96|Transfermarkt|2023|2026-06-11 21:31:12
Cusco FC|Sergio Castellanos|18/04/1966|Argentina|20/08/2021|23/08/2021|3 días|1|0,00|Transfermarkt|2023|2026-06-11 21:31:12
Cusco FC|Marcelo Grioni|27/07/1966|Argentina|20/08/2021|06/04/2022|229 días|10|1,10|Transfermarkt|2023|2026-06-11 21:31:12
Cusco FC|Claudio Vivas|12/08/1968|Argentina|22/04/2021|18/08/2021|118 días|14|0,93|Transfermarkt|2023|2026-06-11 21:31:12
Cusco FC|Carlos Ramacciotti|29/05/1955|Argentina, Italia|07/10/2020|21/04/2021|196 días|16|1,25|Transfermarkt|2023|2026-06-11 21:31:12
Cusco FC|Fausto Paz|03/06/1975|Perú, Argentina|09/09/2020|15/09/2020|6 días|1|3,00|Transfermarkt|2023|2026-06-11 21:31:12
Cusco FC|Francisco Melgar|20/06/1973|Perú|09/09/2020|06/10/2020|27 días|5|0,40|Transfermarkt|2023|2026-06-11 21:31:12
Cusco FC|Carlos Ramacciotti|29/05/1955|Argentina, Italia|07/03/2020|09/09/2020|186 días|5|2,20|Transfermarkt|2023|2026-06-11 21:31:12
Cusco FC|Javier Arce|28/02/1957|Perú|01/01/2020|04/03/2020|63 días|7|0,86|Transfermarkt|2023|2026-06-11 21:31:12
Carlos A. Mannucci|Mario Viera|19/10/1959|Uruguay|24/12/2025||169 días|7|1,57|Transfermarkt|2023|2026-06-11 21:31:12
Carlos A. Mannucci|Luis Cordero|08/04/1981|Perú|16/06/2025|30/11/2025|167 días|11|1,36|Transfermarkt|2023|2026-06-11 21:31:12
Carlos A. Mannucci|Pablo Rubinich|27/12/1978|Argentina|30/01/2025|16/06/2025|137 días|9|1,11|Transfermarkt|2023|2026-06-11 21:31:12
Carlos A. Mannucci|Salomón Paredes|12/10/1965|Perú|27/07/2024|31/12/2024|157 días|14|1,14|Transfermarkt|2023|2026-06-11 21:31:12
Carlos A. Mannucci|Milton Mendes|25/04/1965|Brasil, Portugal|20/04/2024|27/07/2024|98 días|8|0,50|Transfermarkt|2023|2026-06-11 21:31:12
Carlos A. Mannucci|Salomón Paredes|12/10/1965|Perú|08/04/2024|21/04/2024|13 días|2|1,50|Transfermarkt|2023|2026-06-11 21:31:12
Carlos A. Mannucci|Franco Navarro|10/11/1961|Perú|05/11/2023|07/04/2024|154 días|10|0,80|Transfermarkt|2023|2026-06-11 21:31:12
Carlos A. Mannucci|Mario Viera|19/10/1959|Uruguay|05/11/2022|05/11/2023|365 días|34|1,21|Transfermarkt|2023|2026-06-11 21:31:12
Carlos A. Mannucci|Jorge Pautasso|13/02/1962|Argentina, Italia|29/07/2022|31/10/2022|94 días|14|0,86|Transfermarkt|2023|2026-06-11 21:31:12
Carlos A. Mannucci|Óscar Gambetta||Perú, Italia|29/07/2022|02/08/2022|4 días|1|1,00|Transfermarkt|2023|2026-06-11 21:31:12
Carlos A. Mannucci|Mario Saralegui|24/04/1959|Uruguay|08/03/2022|28/07/2022|142 días|17|1,18|Transfermarkt|2023|2026-06-11 21:31:12
Carlos A. Mannucci|Enrique Meza|14/11/1979|México|07/11/2021|07/03/2022|120 días|4|0,00|Transfermarkt|2023|2026-06-11 21:31:12
Carlos A. Mannucci|Pablo Peirano|21/01/1975|Uruguay|13/03/2020|06/11/2021|603 días|55|1,58|Transfermarkt|2023|2026-06-11 21:31:12
Carlos A. Mannucci|Juan Manuel Llop|01/06/1963|Argentina|01/01/2020|07/03/2020|66 días|6|1,00|Transfermarkt|2023|2026-06-11 21:31:12
Alianza Atlético Sullana|Federico Urciuoli|24/04/1984|Argentina, Italia|01/01/2026||161 días|24|1,08|Transfermarkt|2023|2026-06-11 21:31:12
Alianza Atlético Sullana|Gerardo Ameli|18/09/1970|Argentina, Italia|03/06/2024|27/11/2025|542 días|52|1,67|Transfermarkt|2023|2026-06-11 21:31:12
Alianza Atlético Sullana|Jorge Espejo|20/08/1976|Perú|03/03/2024|28/05/2024|86 días|11|0,64|Transfermarkt|2023|2026-06-11 21:31:12
Alianza Atlético Sullana|Hugo Valverde|09/08/1974|Perú|26/02/2024|03/03/2024|6 días|1|3,00|Transfermarkt|2023|2026-06-11 21:31:12
Alianza Atlético Sullana|Luciano Theiler|01/06/1981|Argentina, Croacia|27/11/2023|24/02/2024|89 días|5|0,80|Transfermarkt|2023|2026-06-11 21:31:12
Alianza Atlético Sullana|Ágapo Gonzales|25/03/1967|Perú|21/08/2023|25/11/2023|96 días|9|0,89|Transfermarkt|2023|2026-06-11 21:31:12
Alianza Atlético Sullana|Carlos Compagnucci|06/08/1968|Argentina, Italia|14/06/2023|21/08/2023|68 días|9|0,89|Transfermarkt|2023|2026-06-11 21:31:12
Alianza Atlético Sullana|Ágapo Gonzales|25/03/1967|Perú|11/05/2023|13/06/2023|33 días|5|1,40|Transfermarkt|2023|2026-06-11 21:31:12
Alianza Atlético Sullana|Carlos Desio|25/01/1973|Argentina, Italia|07/11/2022|11/05/2023|185 días|13|1,23|Transfermarkt|2023|2026-06-11 21:31:12
Alianza Atlético Sullana|Mario Viera|19/10/1959|Uruguay|01/12/2021|01/11/2022|335 días|36|1,58|Transfermarkt|2023|2026-06-11 21:31:12
Alianza Atlético Sullana|Héctor Valle|15/09/1938|Perú|27/08/2021|10/09/2021|14 días|1|3,00|Transfermarkt|2023|2026-06-11 21:31:12
Alianza Atlético Sullana|Marcelo Vivas|08/02/1966|Argentina|25/08/2021|31/12/2021|128 días|8|0,88|Transfermarkt|2023|2026-06-11 21:31:12
Alianza Atlético Sullana|Teddy Cardama|15/08/1966|Perú|06/08/2021|25/08/2021|19 días|4|0,25|Transfermarkt|2023|2026-06-11 21:31:12
Alianza Atlético Sullana|Jahir Butrón|30/10/1975|Perú|04/03/2020|05/08/2021|519 días|26|1,54|Transfermarkt|2023|2026-06-11 21:31:12
Sport Boys Association|Carlos Desio|25/01/1973|Argentina, Italia|17/03/2026||86 días|10|1,50|Transfermarkt|2023|2026-06-11 21:31:12
Sport Boys Association|Guillermo Vásquez|02/11/1978|Perú|11/03/2026|16/03/2026|5 días|1|0,00|Transfermarkt|2023|2026-06-11 21:31:12
Sport Boys Association|Jaime de la Pava|14/04/1967|Colombia|22/12/2025|11/03/2026|79 días|6|0,83|Transfermarkt|2023|2026-06-11 21:31:12
Sport Boys Association|Juan Carlos Cabanillas|02/05/1963|Perú|27/08/2025|15/12/2025|110 días|10|1,20|Transfermarkt|2023|2026-06-11 21:31:12
Sport Boys Association|Guillermo Vásquez|02/11/1978|Perú|11/08/2025|27/08/2025|16 días|2|0,00|Transfermarkt|2023|2026-06-11 21:31:12
Sport Boys Association|Arturo Reyes|08/04/1969|Colombia|24/05/2025|11/08/2025|79 días|10|0,80|Transfermarkt|2023|2026-06-11 21:31:12
Sport Boys Association|Guillermo Vásquez|02/11/1978|Perú|12/05/2025|24/05/2025|12 días|2|0,00|Transfermarkt|2023|2026-06-11 21:31:12
Sport Boys Association|Cristian Paulucci|20/01/1973|Argentina, Italia|03/10/2024|12/05/2025|221 días|15|1,20|Transfermarkt|2023|2026-06-11 21:31:12
Sport Boys Association|Guillermo Vásquez|02/11/1978|Perú|24/09/2024|03/10/2024|9 días|1|3,00|Transfermarkt|2023|2026-06-11 21:31:12
Sport Boys Association|Juan Alayo|18/11/1985|Perú|07/06/2024|21/09/2024|106 días|11|1,00|Transfermarkt|2023|2026-06-11 21:31:12
Sport Boys Association|Juan Alayo|18/11/1985|Perú|20/04/2024|06/06/2024|47 días|5|1,60|Transfermarkt|2023|2026-06-11 21:31:12
Sport Boys Association|Fernando Gamboa|28/10/1970|Argentina|19/05/2023|20/04/2024|337 días|33|1,21|Transfermarkt|2023|2026-06-11 21:31:12
Sport Boys Association|Guillermo Vásquez|02/11/1978|Perú|17/05/2023|19/05/2023|2 días|0|-|Transfermarkt|2023|2026-06-11 21:31:12
Sport Boys Association|Juan Alayo|18/11/1985|Perú|08/05/2023|23/05/2023|15 días|3|1,33|Transfermarkt|2023|2026-06-11 21:31:12
Sport Boys Association|Guillermo Sanguinetti|21/06/1966|Uruguay, Italia|01/12/2022|08/05/2023|158 días|12|0,67|Transfermarkt|2023|2026-06-11 21:31:12
Sport Boys Association|Juan Alayo|18/11/1985|Perú|03/05/2022|04/11/2022|185 días|24|1,13|Transfermarkt|2023|2026-06-11 21:31:12
Sport Boys Association|Juan Alayo|18/11/1985|Perú|11/04/2022|03/05/2022|22 días|3|2,33|Transfermarkt|2023|2026-06-11 21:31:12
Sport Boys Association|Walter Fiori|19/01/1961|Argentina, Italia|04/03/2022|11/04/2022|38 días|6|0,50|Transfermarkt|2023|2026-06-11 21:31:12
Sport Boys Association|Juan Alayo|18/11/1985|Perú|26/02/2022|07/03/2022|9 días|2|2,00|Transfermarkt|2023|2026-06-11 21:31:12
Sport Boys Association|Ítalo Manzo|04/08/1974|Perú|01/09/2021|26/02/2022|178 días|12|1,42|Transfermarkt|2023|2026-06-11 21:31:12
Sport Boys Association|Gustavo Álvarez|24/11/1972|Argentina|12/05/2021|01/09/2021|112 días|12|1,75|Transfermarkt|2023|2026-06-11 21:31:12
Sport Boys Association|Juan Alayo|18/11/1985|Perú|10/05/2021|18/05/2021|8 días|1|0,00|Transfermarkt|2023|2026-06-11 21:31:12
Sport Boys Association|Teddy Cardama|15/08/1966|Perú|23/09/2020|08/05/2021|227 días|22|1,27|Transfermarkt|2023|2026-06-11 21:31:12
CD Unión Comercio|Juan Carlos Malpica|25/08/1982|Perú|21/01/2026||141 días|8|2,13|Transfermarkt|2023|2026-06-11 21:31:12
CD Unión Comercio|Leonardo Morales|16/05/1960|Perú|28/10/2025|31/12/2025|64 días|1|1,00|Transfermarkt|2023|2026-06-11 21:31:12
CD Unión Comercio|Jesús Oropesa|31/03/1970|Perú|01/02/2025|28/10/2025|269 días|25|1,80|Transfermarkt|2023|2026-06-11 21:31:12
CD Unión Comercio|Raymundo Paz|15/03/1967|Perú|26/10/2024|31/12/2024|66 días|2|0,00|Transfermarkt|2023|2026-06-11 21:31:12
CD Unión Comercio|Alejandro Russo|13/02/1968|Argentina, Italia|24/08/2024|25/10/2024|62 días|8|0,50|Transfermarkt|2023|2026-06-11 21:31:12
CD Unión Comercio|Kenji Aparicio|30/10/1986|Perú|06/08/2024|24/08/2024|18 días|2|0,00|Transfermarkt|2023|2026-06-11 21:31:12
CD Unión Comercio|Jesús Oropesa|31/03/1970|Perú|01/06/2024|23/08/2024|83 días|5|0,80|Transfermarkt|2023|2026-06-11 21:31:12
CD Unión Comercio|Andy Loayza|23/01/1993|Perú|11/04/2024|31/05/2024|50 días|7|0,43|Transfermarkt|2023|2026-06-11 21:31:12
CD Unión Comercio|Milton García|13/08/1986|Colombia|23/03/2024|18/05/2024|56 días|2|0,50|Transfermarkt|2023|2026-06-11 21:31:12
CD Unión Comercio|Néstor Craviotto|03/10/1963|Argentina, Italia|24/12/2023|16/03/2024|83 días|8|0,63|Transfermarkt|2023|2026-06-11 21:31:12
CD Unión Comercio|Raymundo Paz|15/03/1967|Perú|24/10/2023|01/11/2023|8 días|1|3,00|Transfermarkt|2023|2026-06-11 21:31:12
CD Unión Comercio|Marcelo Vivas|08/02/1966|Argentina|27/07/2023|24/10/2023|89 días|12|1,17|Transfermarkt|2023|2026-06-11 21:31:12
CD Unión Comercio|Daniel Farías|14/04/1981|Venezuela|27/05/2023|23/07/2023|57 días|6|0,17|Transfermarkt|2023|2026-06-11 21:31:12
CD Unión Comercio|Raymundo Paz|15/03/1967|Perú|20/05/2023|09/06/2023|20 días|3|1,33|Transfermarkt|2023|2026-06-11 21:31:12
CD Unión Comercio|Jaime de la Pava|14/04/1967|Colombia|15/04/2023|14/05/2023|29 días|4|0,25|Transfermarkt|2023|2026-06-11 21:31:12
CD Unión Comercio|Raymundo Paz|15/03/1967|Perú|05/04/2023|12/04/2023|7 días|1|3,00|Transfermarkt|2023|2026-06-11 21:31:12
CD Unión Comercio|Jesús Oropesa|31/03/1970|Perú|17/12/2021|04/04/2023|473 días|35|1,83|Transfermarkt|2023|2026-06-11 21:31:12
CD Unión Comercio|Carlos Cortijo|22/02/1969|Perú|10/07/2021|30/11/2021|143 días|18|1,83|Transfermarkt|2023|2026-06-11 21:31:12
CD Unión Comercio|Richard Parra|17/11/1967|Colombia|18/03/2021|09/07/2021|113 días|10|1,60|Transfermarkt|2023|2026-06-11 21:31:12
CD Unión Comercio|Ítalo Manzo|04/08/1974|Perú|10/11/2020|31/12/2020|51 días|7|1,43|Transfermarkt|2023|2026-06-11 21:31:12
CD Unión Comercio|Leonardo Morales|16/05/1960|Perú|29/01/2020|06/11/2020|282 días|2|0,50|Transfermarkt|2023|2026-06-11 21:31:12
Deportivo Garcilaso|Sebastián Domínguez|29/07/1980|Argentina, Italia|18/03/2026||85 días|10|2,00|Transfermarkt|2023|2026-06-11 21:31:12
Deportivo Garcilaso|Lisandro Greppo|08/01/1977|Argentina, Italia|04/03/2026|18/03/2026|14 días|2|0,50|Transfermarkt|2023|2026-06-11 21:31:12
Deportivo Garcilaso|Hernán Lisi|14/04/1971|Argentina|05/12/2025|04/03/2026|89 días|6|0,83|Transfermarkt|2023|2026-06-11 21:31:12
Deportivo Garcilaso|Carlos Bustos|16/04/1966|Argentina|11/07/2025|13/11/2025|125 días|17|1,47|Transfermarkt|2023|2026-06-11 21:31:12
Deportivo Garcilaso|Guillermo Duró|14/03/1969|Argentina|14/06/2024|08/07/2025|389 días|35|1,43|Transfermarkt|2023|2026-06-11 21:31:12
Deportivo Garcilaso|Bernardo Redín|26/02/1963|Colombia|19/02/2024|08/06/2024|110 días|20|1,15|Transfermarkt|2023|2026-06-11 21:31:12
Deportivo Garcilaso|Diego Cuvi||Ecuador|14/02/2024|19/02/2024|5 días|1|0,00|Transfermarkt|2023|2026-06-11 21:31:12
Deportivo Garcilaso|Gerardo Ameli|18/09/1970|Argentina, Italia|21/11/2023|13/02/2024|84 días|3|0,00|Transfermarkt|2023|2026-06-11 21:31:12
Deportivo Garcilaso|Alberto Peña|02/04/1990|Perú|21/04/2023|25/04/2023|4 días|1|0,00|Transfermarkt|2023|2026-06-11 21:31:12
Deportivo Garcilaso|Jorge Célico|13/09/1964|Argentina, Italia|19/04/2023|04/11/2023|199 días|25|1,48|Transfermarkt|2023|2026-06-11 21:31:12
Deportivo Garcilaso|Roberto Tristán|06/05/1983|Perú|06/07/2022|17/04/2023|285 días|9|1,33|Transfermarkt|2023|2026-06-11 21:31:12
Deportivo Garcilaso|César Ccahuantico|16/07/1980|Perú|01/03/2022|05/07/2022|126 días|0|-|Transfermarkt|2023|2026-06-11 21:31:12
Deportivo Garcilaso|Duilio Cisneros|28/10/1971|Perú|19/08/2021|31/12/2021|134 días|0|-|Transfermarkt|2023|2026-06-11 21:31:12
Club Atlético Grau|Gerardo Ameli|18/09/1970|Argentina, Italia|08/03/2026||95 días|11|1,09|Transfermarkt|2023|2026-06-11 21:31:12
Club Atlético Grau|Ángel Comizzo|27/04/1962|Argentina, Italia|06/08/2023|06/03/2026|943 días|92|1,20|Transfermarkt|2023|2026-06-11 21:31:12
Club Atlético Grau|Daniel Ahmed|22/11/1965|Argentina, Perú|01/01/2023|02/08/2023|213 días|23|1,04|Transfermarkt|2023|2026-06-11 21:31:12
Club Atlético Grau|Gustavo Álvarez|24/11/1972|Argentina|09/11/2021|11/11/2022|367 días|36|1,53|Transfermarkt|2023|2026-06-11 21:31:12
Club Atlético Grau|Jesús Oropesa|31/03/1970|Perú|31/07/2021|30/11/2021|122 días|12|1,75|Transfermarkt|2023|2026-06-11 21:31:12
Club Atlético Grau|Carlos García|25/06/1982|Perú|28/07/2021|31/07/2021|3 días|1|3,00|Transfermarkt|2023|2026-06-11 21:31:12
Club Atlético Grau|Javier Arce|28/02/1957|Perú|27/01/2021|27/07/2021|181 días|13|1,85|Transfermarkt|2023|2026-06-11 21:31:12
Club Atlético Grau|Rafael Castillo|26/09/1960|Perú|11/03/2020|31/12/2020|295 días|22|1,09|Transfermarkt|2023|2026-06-11 21:31:12
Club Atlético Grau|Pablo Zegarra|01/04/1973|Perú|08/01/2020|09/03/2020|61 días|9|0,56|Transfermarkt|2023|2026-06-11 21:31:12
